,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
223987,"Anna Maria ""Ans"" Smulders-van Gerwen",F,25.0,Netherlands,NED,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
223988,"Anna Maria ""Ans"" Smulders-van Gerwen",F,25.0,Netherlands,NED,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
223989,"Anna Maria ""Ans"" Smulders-van Gerwen",F,25.0,Netherlands,NED,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
226715,Valentina Spongia,F,17.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
226716,Valentina Spongia,F,17.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
226717,Valentina Spongia,F,17.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
226718,Valentina Spongia,F,17.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
226719,Valentina Spongia,F,17.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
226720,Valentina Spongia,F,17.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
228712,Werner Steinmetz,M,26.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
228713,Werner Steinmetz,M,26.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,
228714,Werner Steinmetz,M,26.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
228715,Werner Steinmetz,M,26.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
228716,Werner Steinmetz,M,26.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
228717,Werner Steinmetz,M,26.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
228718,Werner Steinmetz,M,26.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
228719,Werner Steinmetz,M,26.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
234023,Andrzej Szajna,M,26.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
234024,Andrzej Szajna,M,26.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,
234025,Andrzej Szajna,M,26.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
234026,Andrzej Szajna,M,26.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
234027,Andrzej Szajna,M,26.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
234028,Andrzej Szajna,M,26.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
234029,Andrzej Szajna,M,26.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
234030,Andrzej Szajna,M,26.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
234656,Ji Tabk,M,20.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
234657,Ji Tabk,M,20.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,
234658,Ji Tabk,M,20.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
234659,Ji Tabk,M,20.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
234660,Ji Tabk,M,20.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
234661,Ji Tabk,M,20.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
234662,Ji Tabk,M,20.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
234663,Ji Tabk,M,20.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
236316,Gustav Tannenberger,M,23.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
236317,Gustav Tannenberger,M,23.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,
236318,Gustav Tannenberger,M,23.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
236319,Gustav Tannenberger,M,23.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
236320,Gustav Tannenberger,M,23.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
236321,Gustav Tannenberger,M,23.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
236322,Gustav Tannenberger,M,23.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
236323,Gustav Tannenberger,M,23.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
239005,Kurt Bilteaux Thomas,M,20.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
239006,Kurt Bilteaux Thomas,M,20.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,
239007,Kurt Bilteaux Thomas,M,20.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
239008,Kurt Bilteaux Thomas,M,20.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
239009,Kurt Bilteaux Thomas,M,20.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
239010,Kurt Bilteaux Thomas,M,20.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
239011,Kurt Bilteaux Thomas,M,20.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
239012,Kurt Bilteaux Thomas,M,20.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
240106,Vladimir Valeryevich Tikhonov,M,19.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
240107,Vladimir Valeryevich Tikhonov,M,19.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,Silver
240108,Vladimir Valeryevich Tikhonov,M,19.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
240109,Vladimir Valeryevich Tikhonov,M,19.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
240110,Vladimir Valeryevich Tikhonov,M,19.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
240111,Vladimir Valeryevich Tikhonov,M,19.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
240112,Vladimir Valeryevich Tikhonov,M,19.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
240113,Vladimir Valeryevich Tikhonov,M,19.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
240694,Roman Tkaczyk,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
240695,Roman Tkaczyk,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,
240696,Roman Tkaczyk,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
240697,Roman Tkaczyk,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
240698,Roman Tkaczyk,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
240699,Roman Tkaczyk,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
240700,Roman Tkaczyk,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
240701,Roman Tkaczyk,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
240884,Georgi Todorov,M,27.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
240885,Georgi Todorov,M,27.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,
240886,Georgi Todorov,M,27.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
240887,Georgi Todorov,M,27.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
240888,Georgi Todorov,M,27.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
240889,Georgi Todorov,M,27.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
240890,Georgi Todorov,M,27.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
240891,Georgi Todorov,M,27.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
240928,Toncho Todorov,M,17.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
240929,Toncho Todorov,M,17.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,
240930,Toncho Todorov,M,17.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
240931,Toncho Todorov,M,17.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
240932,Toncho Todorov,M,17.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
240933,Toncho Todorov,M,17.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
240934,Toncho Todorov,M,17.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
240935,Toncho Todorov,M,17.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
242404,Margit Tth,F,14.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
242405,Margit Tth,F,14.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
242406,Margit Tth,F,14.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
242407,Margit Tth,F,14.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
242408,Margit Tth,F,14.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
242409,Margit Tth,F,14.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
243876,Gabriela Truc,F,18.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
243877,Gabriela Truc,F,18.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,Silver
243878,Gabriela Truc,F,18.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
243879,Gabriela Truc,F,18.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
243880,Gabriela Truc,F,18.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
243881,Gabriela Truc,F,18.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
244406,Mitsuo Tsukahara,M,28.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,Bronze
244407,Mitsuo Tsukahara,M,28.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,Gold
244408,Mitsuo Tsukahara,M,28.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
244409,Mitsuo Tsukahara,M,28.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,Silver
244410,Mitsuo Tsukahara,M,28.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
244411,Mitsuo Tsukahara,M,28.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
244412,Mitsuo Tsukahara,M,28.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
244413,Mitsuo Tsukahara,M,28.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
245082,Lyudmila Ivanovna Turishcheva (-Borzova),F,23.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,Bronze
245083,Lyudmila Ivanovna Turishcheva (-Borzova),F,23.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,Gold
245084,Lyudmila Ivanovna Turishcheva (-Borzova),F,23.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,Silver
245085,Lyudmila Ivanovna Turishcheva (-Borzova),F,23.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,Silver
245086,Lyudmila Ivanovna Turishcheva (-Borzova),F,23.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
245087,Lyudmila Ivanovna Turishcheva (-Borzova),F,23.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
246001,ukasz Uhma,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
246002,ukasz Uhma,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,
246003,ukasz Uhma,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
246004,ukasz Uhma,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
246005,ukasz Uhma,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
246006,ukasz Uhma,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
246007,ukasz Uhma,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
246008,ukasz Uhma,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
246328,Teodora Ungureanu (-Cepoi),F,15.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
246329,Teodora Ungureanu (-Cepoi),F,15.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,Silver
246330,Teodora Ungureanu (-Cepoi),F,15.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
246331,Teodora Ungureanu (-Cepoi),F,15.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
246332,Teodora Ungureanu (-Cepoi),F,15.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,Silver
246333,Teodora Ungureanu (-Cepoi),F,15.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,Bronze
249336,Jeanette Cornelia van Ravestijn,F,17.0,Netherlands,NED,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
249337,Jeanette Cornelia van Ravestijn,F,17.0,Netherlands,NED,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
249338,Jeanette Cornelia van Ravestijn,F,17.0,Netherlands,NED,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
249339,Jeanette Cornelia van Ravestijn,F,17.0,Netherlands,NED,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
249340,Jeanette Cornelia van Ravestijn,F,17.0,Netherlands,NED,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
249341,Jeanette Cornelia van Ravestijn,F,17.0,Netherlands,NED,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
251764,Mercedes Vernetta Santana,F,19.0,Spain,ESP,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
251765,Mercedes Vernetta Santana,F,19.0,Spain,ESP,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
251766,Mercedes Vernetta Santana,F,19.0,Spain,ESP,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
251767,Mercedes Vernetta Santana,F,19.0,Spain,ESP,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
251768,Mercedes Vernetta Santana,F,19.0,Spain,ESP,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
253618,Armin Vock,M,23.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
253619,Armin Vock,M,23.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,
253620,Armin Vock,M,23.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
253621,Armin Vock,M,23.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
253622,Armin Vock,M,23.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
253623,Armin Vock,M,23.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
253624,Armin Vock,M,23.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
253625,Armin Vock,M,23.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
260283,Carla Wieser,F,15.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
260284,Carla Wieser,F,15.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
260285,Carla Wieser,F,15.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
260286,Carla Wieser,F,15.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
260287,Carla Wieser,F,15.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
260288,Carla Wieser,F,15.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
260818,"Deborah Ann ""Debra"" Willcox",F,16.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
260819,"Deborah Ann ""Debra"" Willcox",F,16.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
260820,"Deborah Ann ""Debra"" Willcox",F,16.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
260821,"Deborah Ann ""Debra"" Willcox",F,16.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
260822,"Deborah Ann ""Debra"" Willcox",F,16.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
260823,"Deborah Ann ""Debra"" Willcox",F,16.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
261598,"Thomas ""Tommy"" Wilson",M,22.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
261599,"Thomas ""Tommy"" Wilson",M,22.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
261600,"Thomas ""Tommy"" Wilson",M,22.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
261601,"Thomas ""Tommy"" Wilson",M,22.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
261602,"Thomas ""Tommy"" Wilson",M,22.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
261603,"Thomas ""Tommy"" Wilson",M,22.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
261604,"Thomas ""Tommy"" Wilson",M,22.0,Great Britain,GBR,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
262531,Leslie Ann Wolfsberger (-Laughlin),F,17.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
262532,Leslie Ann Wolfsberger (-Laughlin),F,17.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
262533,Leslie Ann Wolfsberger (-Laughlin),F,17.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Floor Exercise,
262534,Leslie Ann Wolfsberger (-Laughlin),F,17.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Horse Vault,
262535,Leslie Ann Wolfsberger (-Laughlin),F,17.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Uneven Bars,
262536,Leslie Ann Wolfsberger (-Laughlin),F,17.0,United States,USA,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Balance Beam,
264564,Nobue Yamazaki,F,25.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Individual All-Around,
264565,Nobue Yamazaki,F,25.0,Japan,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,
